,id,name,abrev,color,alt_color,mascot,logos
1121,1000139,Dean Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
196,110438,Dean College,DEA,#FFFFFF,,Bulldogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1122,1000645,Decatur Baptist,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
198,190,Defiance,DEF,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/190.png
1123,1000018,Del Monte Pre-Flight,,#FFFFFF,,Navyators,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
199,48,Delaware,DEL,#033594,#e8ce31,Blue Hens,http://a.espncdn.com/i/teamlogos/ncaa/500/48.png
200,2169,Delaware State,DSU,#FF3630,#009cdd,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/2169.png
201,2808,Delaware Valley,DV,#000000,,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/2808.png
202,2170,Delta State,DEL,#000000,,Statesmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2170.png
203,2171,Denison,DEN,#000000,,Big Red,http://a.espncdn.com/i/teamlogos/ncaa/500/2171.png
1124,1000001,Denver,DU,#FFFFFF,,Pioneers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1125,1000136,Denver A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1126,1000464,Denver Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1127,1000539,Denver Freshmen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1128,1000289,Denver Manual High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1130,1000269,Des Moines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1131,1000239,Des Moines Baptist,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1132,1000079,Detroit A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1133,1000019,Detroit Mercy,,#FFFFFF,,Titans,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
205,2175,Dickinson,DIC,#000000,,Red Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/2175.png
1134,1000277,Dickinson Seminary,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
206,316,Dickinson State,DIC,#000000,,Blue Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/316.png
1135,1000751,Dixie,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1136,1000215,Dixon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1137,1000130,Doane,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
207,5829,Doane College,,#FFFFFF,,Doane,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
208,2181,Drake,DRKE,#004477,#c0c0c0,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png
1138,1000415,Drake Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1139,1000701,Drexel,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1140,1000020,Drury,,#FFFFFF,,Panthers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
209,49,Dubuque,DUB,#000000,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/49.png
210,150,Duke,DUKE,#001A57,#f1f2f3,Blue Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png
211,2184,Duquesne,DUQ,#002D62,#b90b2e,Dukes,http://a.espncdn.com/i/teamlogos/ncaa/500/2184.png
1141,1000176,Duquesne A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
212,2189,Earlham,EAR,#000000,,Quakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2189.png
213,3146,East,EAST,#000000,,All-Stars,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
214,151,East Carolina,ECU,#4b1869,#f0907b,Pirates,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png
215,2191,East Central,EAS,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2191.png
1142,1000299,East Denver High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1143,1000311,East Des Moines High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
223,1000997,East Mississippi C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
224,2188,East Stroudsburg,EAS,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/2188.png
225,2193,East Tennessee State,ETSU,#002d61,#ffc423,Buccaneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2193.png
226,2194,East Texas Baptist,EAS,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2194.png
1144,1000739,Eastern Arizona J.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
216,2197,Eastern Illinois,EIU,#000000,#bebab9,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2197.png
217,2198,Eastern Kentucky,EKY,#660819,#f0f0f0,Colonels,http://a.espncdn.com/i/teamlogos/ncaa/500/2198.png
218,2199,Eastern Michigan,EMU,#00331b,#f0f0f0,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
219,2201,Eastern New Mexico,EAS,#000000,,Greyhounds,http://a.espncdn.com/i/teamlogos/ncaa/500/2201.png
220,2202,Eastern Oregon,EAS,#FFFFFF,,Mountaineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2202.png
221,127954,Eastern University,EASTERN PA,#FFFFFF,,Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1145,1000428,Eastern Virginia,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
222,331,Eastern Washington,EWU,#a10022,#abb4bc,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/331.png
227,2205,Edinboro,EDI,#000000,,Fighting Scots,http://a.espncdn.com/i/teamlogos/ncaa/500/2205.png
1146,1000728,Edmond Tech,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1147,1000833,Edmonton Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1148,1000899,Edward Waters,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
228,2206,Edward Waters,EDW,#FFFFFF,,Tigers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1154,1000732,El Paso National Guard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1155,1000828,El Toro Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1149,1000265,Elgin Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1150,1000167,Elizabeth A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
229,2207,Elizabeth City State,ELI,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2207.png
1151,1000724,Ellensburg,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1152,1000850,Ellington Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1153,1000525,Ellsworth,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
230,72,Elmhurst,ELM,#000000,,Blue Jays,http://a.espncdn.com/i/teamlogos/ncaa/500/72.png
231,2210,Elon,ELON,#020303,#b59a57,Phoenix,http://a.espncdn.com/i/teamlogos/ncaa/500/2210.png
232,2213,Emory & Henry,EMO,#000000,,Wasps,http://a.espncdn.com/i/teamlogos/ncaa/500/2213.png
1156,1000316,Emporia College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
233,2214,Emporia State,EMP,#000000,,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/2214.png
234,452,Endicott College,END,#000000,,Gulls,http://a.espncdn.com/i/teamlogos/ncaa/500/452.png
1157,1000707,Englewood,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1158,1000127,Englewood High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1159,1000128,Englewood YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
235,3236,Erie Community College,ECC,#FFFFFF,,Kats,http://a.espncdn.com/i/teamlogos/ncaa/500/3236.png
236,101784,Erskine,ERS,#FFFFFF,,Flying Fleet,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1160,1000021,Erskine,,#FFFFFF,,The Flying Fleet,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
237,1000992,Erskine College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1161,1000067,Eton,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1162,1000163,Eureka,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
238,101,Eureka College,EUR,#000000,,Red Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/101.png
239,2865,Evangel,EVA,#FFFFFF,,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/2865.png
1163,1000152,Evanston High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1164,1000752,Evansville,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1165,1000090,Exeter,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1166,1000155,F.A.A.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
243,2221,FDU-Florham,FDU,#000000,,Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/2221.png
1167,1000981,Fairfield,,#FFFFFF,,Stags,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
240,2986,Fairmont State,FAI,#000000,,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/2986.png
1168,1000111,Fall River,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1169,1000087,Falls of Schuylkill,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1170,1000859,Farragut Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
241,2219,Faulkner,FAU,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2219.png
242,2220,Fayetteville State,FAY,#000000,,Broncos,http://a.espncdn.com/i/teamlogos/ncaa/500/2220.png
244,2222,Ferris State,FER,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2222.png
245,366,Ferrum,FER,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/366.png
246,2224,Findlay,FIN,#000000,,Oilers,http://a.espncdn.com/i/teamlogos/ncaa/500/2224.png
1171,109418,Finlandia University,FINL,#FFFFFF,,Lions,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1172,1000437,Fishburne M.A.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1173,1000925,Fisk University,,#FFFFFF,,Bulldogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
247,114,Fitchburg State,FIT,#000000,,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/114.png
1174,1000228,Fitchburg YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1175,1000819,Fleet City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1176,1000528,Florence YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
248,57,Florida,FLA,#0021A5,#0021a5,Gators,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
249,50,Florida A&M,FAMU,#F89728,#00843d,Rattlers,http://a.espncdn.com/i/teamlogos/ncaa/500/50.png
250,2226,Florida Atlantic,FAU,#004B85,#bb2f4c,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
251,2229,Florida International,FIU,#001538,#c5960c,Golden Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
252,125762,Florida Memorial University,,#FFFFFF,,Flamemrl,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1177,1000508,Florida Southern,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
253,52,Florida State,FSU,#782F40,#ceb888,Seminoles,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png
254,53,Florida Tech,FLTH,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/53.png
255,2230,Fordham,FOR,#830032,#909090,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/2230.png
256,109423,Fork Union,FORK,#FFFFFF,,Blue Devils,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1178,1000022,Fort Benning,,#FFFFFF,,Doughboys,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1179,1000830,Fort Bliss,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1180,1000689,Fort Bragg,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1181,1000631,Fort Des Moines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1182,1000391,Fort Douglas,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1183,1000382,Fort Ethan Allen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
257,2231,Fort Hays State,FHSU,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2231.png
1184,1000643,Fort Jackson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1185,1000777,Fort Knox,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1186,1000476,Fort Leavenworth,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
258,2237,Fort Lewis,FOR,#000000,,Skyhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2237.png
1187,1000755,Fort Lewis College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1188,1000776,Fort Monmouth,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1189,1000823,Fort Monroe,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1190,1000628,Fort Oglethorpe,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1191,1000768,Fort Ord,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1192,1000827,Fort Pierce,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1193,1000023,Fort Riley,,#FFFFFF,,Centaurs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1194,1000255,Fort Sheridan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1195,1000784,Fort Totten,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
259,2232,Fort Valley State,FOR,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2232.png
1196,1000024,Fort Warren,,#FFFFFF,,Broncos,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1197,1000326,Fort Worth,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1198,1000612,Foundation,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
260,2967,Framingham State,FRA,#000000,,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/2967.png
261,2233,Franklin,FRA,#000000,,Grizzlies,http://a.espncdn.com/i/teamlogos/ncaa/500/2233.png
263,2234,Franklin & Marshall,F&M,#000000,,Diplomats,http://a.espncdn.com/i/teamlogos/ncaa/500/2234.png
262,1001005,Franklin College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
264,112334,Franklin Pierce,FP,#FFFFFF,,Ravens,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1199,1000885,Frederick,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1200,1000278,Freeport High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1201,1000584,Fremont Ammuntion,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
265,278,Fresno State,FRES,#c41230,#231f20,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
1202,1000868,Fresno State JV,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1203,1000342,Friends,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
266,527,Friends University,FRI,#FFFFFF,,Falcons,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
267,341,Frostburg State,FRO,#000000,,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/341.png
268,231,Furman,FUR,#4A2184,#909090,Paladins,http://a.espncdn.com/i/teamlogos/ncaa/500/231.png
269,417,Gallaudet,GAL,#000000,,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/417.png
1204,1000818,Galveston Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
270,367,Gannon,GAN,#000000,,Golden Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/367.png
1205,1000632,Garden City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
271,1000957,Garden City C.C. ,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
272,2241,Gardner-Webb,WEBB,#c12535,#909090,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2241.png
1206,1000363,Geneva,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
273,2242,Geneva College,GEN,#000000,,Golden Tornadoes,http://a.espncdn.com/i/teamlogos/ncaa/500/2242.png
274,415,George Fox University,GFU,#FFFFFF,,Bruins,http://a.espncdn.com/i/teamlogos/ncaa/500/415.png
275,2244,George Mason,GMU,#016600,#ecb010,Patriots,http://a.espncdn.com/i/teamlogos/ncaa/500/2244.png
1209,1000025,George Washington,,#FFFFFF,,Colonials,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
276,46,Georgetown,GTWN,#110E42,#001c58,Hoyas,http://a.espncdn.com/i/teamlogos/ncaa/500/46.png
1208,1000921,Georgetown KY,GGA,#FFFFFF,,Tigers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
277,2245,Georgetown KY,GGA,#FFFFFF,,Tigers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1207,1000351,Georgetown Kentucky,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
278,61,Georgia,UGA,#CC0000,#000000,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png
1210,1000548,Georgia B,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1211,1000470,Georgia Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1212,1000026,Georgia Pre-Flight,,#FFFFFF,,Skycrackers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
279,290,Georgia Southern,GASO,#003775,#f0f0f0,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
280,2247,Georgia State,GAST,#1e539a,#ebebeb,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
281,59,Georgia Tech,GT,#00223e,#002c56,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png
1213,1000545,Georgia Tech B,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
282,2248,Gettysburg,GET,#000000,,Bullets,http://a.espncdn.com/i/teamlogos/ncaa/500/2248.png
283,2249,Glenville State,GLE,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2249.png
1214,1000581,Goat Island Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1215,1000283,Golden High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1216,1000027,Gonzaga,,#FFFFFF,,Bulldogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1217,1000691,Gonzaga Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1218,1000404,Gordon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1219,1000244,Goshen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
284,530,Graceland University,GRC,#000000,,Yellowjackets,http://a.espncdn.com/i/teamlogos/ncaa/500/530.png
285,2755,Grambling,GRAM,#ee8601,#ffd10a,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png
1220,1000315,Grand Island,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1221,1000188,Grand Rapids High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
286,125,Grand Valley State,GVSU,#000000,,Lakers,http://a.espncdn.com/i/teamlogos/ncaa/500/125.png
287,2254,Grand View,GRVW,#FFFFFF,,Vikings,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1222,1000532,Granite High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1223,1000028,Great Lakes Navy,,#FFFFFF,,Bluejackets,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1224,1000137,Greenfield,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
288,2256,Greensboro,GRN,#000000,,Pride,http://a.espncdn.com/i/teamlogos/ncaa/500/2256.png
1225,1000809,Greensboro Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
289,2257,Greenville,GRE,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2257.png
1226,1000804,Greenville Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1227,1000184,Greer,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
290,65,Grinnell,GRI,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/65.png
1228,1000240,Grinnell Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1229,1000284,Grinnell High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1230,1000406,Grove City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
291,146,Grove City College,GRO,#000000,,Wolverines,http://a.espncdn.com/i/teamlogos/ncaa/500/146.png
292,2258,Guilford,GUI,#000000,,Quakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2258.png
293,2968,Gustavus Adolphus,GUS,#000000,,Golden Gusties,http://a.espncdn.com/i/teamlogos/ncaa/500/2968.png
1231,1000186,Hahnemann Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
294,348,Hamilton,HAM,#000000,,Continentals,http://a.espncdn.com/i/teamlogos/ncaa/500/348.png
1232,1000653,Hamilton A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
295,162,Hamline,HAM,#000000,,Fighting Pipers,http://a.espncdn.com/i/teamlogos/ncaa/500/162.png
296,297,Hampden-Sydney,HAM,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/297.png
297,2261,Hampton,HAMP,#0067AC,,Pirates,http://a.espncdn.com/i/teamlogos/ncaa/500/2261.png
1233,1000361,Hampton A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1234,1000646,Hampton Road,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
298,2262,Hanover,HAN,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2262.png
300,2810,Hardin-Simmons,HAR,#000000,,Cowboys,http://a.espncdn.com/i/teamlogos/ncaa/500/2810.png
299,2264,Harding,HAR,#000000,,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2264.png
